期间,营收(亿元),营业成本(亿元),营业利润(亿元),归母净利润(亿元),总资产(亿元),总负债(亿元),归母权益(亿元),货币资金(亿元),有息负债(亿元),经营现金流(亿元),资本开支(亿元),自由现金流(亿元),毛利率(%),营业利润率(%),净利率(%),ROE(%),ROA(%),ROIC(%),杜邦ROE(%),资产周转率,权益乘数,资产负债率(%),流动比率,速动比率,债务/EBITDA,利息保障倍数,经营现金流/净利润,FCF利润率(%),资本开支/营收(%),资本开支/折旧摊销,营收同比(%),归母净利润同比(%),经营现金流同比(%),每股收益,每股净资产,每股经营现金流,每股自由现金流,股息率(%),估算总股本(亿股)
2006一季报,11.067828647799999,4.1599245895,4.8129558823,4.0098382317,397.72697995690004,,226.31388685509998,7.431899378400001,97.08509875,0.6738338484,0.8438404331999999,-0.1700065847999999,62.41426641234741,43.485999245721,36.22967394329016,1.7718,1.0135,1.4503,1.7877779793587492,0.027973961566335467,1.7639862040530534,,0.3987,0.3794,,,0.16804514533104326,-1.5360427976429942,7.624263620739501,,-84.7540005576038,-87.98971898556518,-98.76264837299632,0.049,2.7644,0.0082,-0.002077041567249055,,81.85035267501446
2006半年报,30.4743516675,8.8165237735,17.1425432611,13.122621396600001,401.32812023900004,,219.97647518349999,7.3218268223,95.9243125,17.0309995956,1.2981950439,15.7328045517,71.06903579214595,56.25236411307157,43.06119959426369,5.9655,3.3017,4.3554,5.88075500293462,0.07627597060585377,1.7904377243234957,,0.411,0.3949,3.218251674510062,,1.2978351718668526,51.62637985988254,4.259959516331522,0.19582344997776416,175.34173718489507,227.26061846730832,2427.4776023851637,0.1603,2.687,0.208,0.3469,,81.86491678189371
2006三季报,52.855979368199996,13.6052729675,32.261156437,24.6156203171,409.6012710193,,231.49484609310002,9.7545608409,102.0679875,32.100362913400005,2.1660921877,29.934270725700003,74.25972779214945,61.0359638069812,46.57111761306162,10.6333,6.1296,7.9845,10.90462191374451,0.13035901753711163,1.7961924778860385,,0.5353,0.5173,,,1.304064756438435,56.63365069290439,4.098102454238502,,73.44414721238957,87.58157820111896,88.48196627104147,0.3007,2.8277,0.3921,0.36565878029885,,81.86394622121466
2006年报,70.49156165689999,20.9024604152,47.4794015554,36.152355532,476.35885017699997,,289.2183844851,25.2316857941,142.66466666670001,49.9099265209,2.3209536442,47.5889728767,70.34757079586706,67.35473074989328,51.28607549930945,12.5,8.3116,10.1724,13.885706530581688,0.15913032645694297,1.7014357791764383,,0.4944,0.4724,1.9246419266003345,,1.3805442490938824,67.51016966871495,3.292526920451358,0.17456365586801312,33.36534957728961,46.86753803594237,55.4808793145001,0.4416,3.533,0.6096,0.4244,2.7691,81.86436485855161
2007一季报,10.943817221199998,4.7901364043,4.5650664608,3.9573531222000002,492.1808797035,,288.4546343584,41.9399064038,155.3541666668,6.802920017999999,0.31202463690000004,6.490895381099999,56.2297477426733,41.7136577533176,36.160628802662636,1.3719,0.8172,1.1802,1.3701014217775351,0.022598592259194708,1.676622757662309,,0.6413,0.6228,14.11602627479353,,1.7190581198925385,59.31107263493082,2.8511499287063775,0.08372548302695021,-84.4749967741298,-89.05367834553083,-86.36960522241753,0.048,3.5234,0.0831,0.2093,,82.15655936016667
2007半年报,34.0239844284,11.0348340828,30.9187690841,22.6094617934,613.7495600538,,356.13504094089996,14.706219933800002,204.6983200005,18.3745846431,105.1217375799,-86.7471529368,67.56748432558898,90.87345178271342,66.45154050366824,6.3486,4.1481,5.0852,7.015148600666565,0.061530062299156314,1.7157123083670047,,0.3425,0.3312,4.579414349422708,,0.812694473269761,-254.95883093689548,308.9636306444883,13.374957658539932,210.89686295646342,471.32788243144665,170.09849585887048,0.2695,3.7838,0.1952,0.5715,,89.00755357079825
2007三季报,67.737175756,18.068797787,59.4467518318,45.2198757371,713.1960999291,,408.44148248,44.753229293000004,234.64106104209998,29.7721767422,105.4258397074,-75.6536629652,73.32513854417748,87.76089520758377,66.75784048037244,11.0713,7.6028,9.2354,11.82873770038749,0.10209487516899962,1.7355302174932403,,0.6319,0.62,2.825880165995525,,0.6583869649551877,-111.68706418719971,155.6395561680347,8.336343447323511,99.08654701669633,100.00421129131114,62.029114238399984,0.5179,4.3395,0.3163,0.2848,,90.71784878124018
2007年报,87.35391685409999,26.498394777399998,68.68448303640001,53.724828854399995,643.1408327088,,412.53230550309996,27.983957029000003,188.04431041760003,49.239487262299996,105.91390789459999,-56.6744206323,69.66547610949367,78.62782289558692,61.502484134892455,13.0232,9.598,11.5743,13.088074099512163,0.12880857956762692,1.6521074758915697,,0.4898,0.4719,1.8447604510760713,,0.9165126871924385,-64.87908347253459,121.24689047601518,6.055565085073487,28.960081194944685,18.807997542377652,65.38759556840341,0.6035,4.383,0.5232,-0.1234,1.5229,91.57153868385365
2008一季报,10.8728068671,6.2486785415999995,2.1910064615000002,2.5160409027,611.1601300636,,396.17423446059996,24.839746152100002,179.73542875050003,6.647563759700001,0.1610187653,6.486544994400001,42.52929700694067,20.151249702868917,23.140675020295653,0.6351,0.4012,0.7256,0.6222382974207026,0.0173368389083712,1.5509964378780727,,0.5123,0.4916,,,2.6420730094516363,59.658421911527014,1.4809309800878214,,-87.55315473116111,-95.31680052528647,-86.49952684460693,0.0267,4.2092,0.0706,0.06887582382733841,,94.17738524131222
2008半年报,33.4942346944,13.7204227841,16.7191486769,14.7867971395,614.3040883381,,374.20153567029996,21.51926272,162.9612208332,22.738737561,0.425998837,22.312738724000003,59.03646430711266,49.9164970611952,44.147290643939535,3.9516,2.3519,3.1969,3.8388531189103916,0.05466374977163272,1.5907356720129875,,0.5078,0.4912,4.948516855540052,,1.5377730110503758,66.61665485890482,1.271857204342167,0.044255968429345205,208.05508737352932,487.70098386047994,242.06121795853494,0.1571,3.9758,0.2416,0.1001,,94.12163938824497
2008三季报,71.0268121054,24.391691248,40.6001313754,34.440842173,623.5860336756,,381.9372894222,17.0081648964,168.1356170824,42.6801336048,0.851587415,41.8285461898,65.65847385659934,57.161697353319994,48.48991690897183,9.0139,5.4378,6.9002,9.10966109134438,0.11475463103277583,1.637120170178097,,0.7168,0.7,,,1.23923025431298,58.891205940270375,1.198966122450054,,112.05682934226044,132.9161741253494,87.69790315009477,0.3643,4.0579,0.4535,0.4434238503482607,,94.33084430832548
2008年报,93.73933304239999,37.970743225700005,45.745058846899994,40.0503475401,583.2524812034,,379.83567420419996,27.2280124925,163.4650962101,67.1047347836,1.5508387327000002,65.5538960509,59.493265000589304,48.80028197577283,42.72523202398347,10.5384,6.5314,8.1715,10.515035175163314,0.1553469364570263,1.5842496025769637,,0.6522,0.6284,2.016725195956276,,1.6755094251407447,69.93211272502737,1.6544162224821117,0.08005198122548284,31.977390317470288,16.287364109515256,57.22709634642076,0.4234,4.0356,0.713,0.2024,1.5042,94.35673163980098
2009一季报,13.2660277278,7.2851587578,9.5484391461,8.3779990031,576.9588388613,,382.66385054309995,35.5803862494,85.3440893777,12.1297220101,0.1775523,11.9521697101,45.0840982147702,71.97662587490676,63.15378781806137,2.1887,1.4442,1.8365,2.197509304907843,0.022868295625766193,1.5215895648580315,,0.4187,0.4044,,,1.4478065711886334,90.0960706199437,1.338398378498224,,-85.84796019212177,-79.08133257842115,-81.92419350256573,0.0886,4.0657,0.1289,0.12669259346526596,,94.33992456217898
2009半年报,35.399933791900004,16.0118788619,22.610236335,19.8270506566,606.907822026,,386.7357078542,26.0628395877,65.6828400798,33.746917576,0.3122426402,33.4346749358,54.76861918435638,63.87084356686999,56.00872242630213,5.1256,3.3318,4.3102,5.1539022709866895,0.0598039204269305,1.538689030902691,,0.4267,0.414,1.6922795496076095,,1.7020644250367298,94.44841092739648,0.882043006169253,0.03242037289777308,166.84652345265846,136.65615917671582,178.21674353212802,0.1398,4.1089,0.3585,0.7292,,117.97293331479032
2009三季报,70.6551745315,24.807119789,45.853661574899995,39.0299971855,1684.7116275985998,,606.4376683204,40.1566510206,773.9196813620999,48.640031063900004,200.5574107498,-151.9173796859,64.88987543588856,64.89781092318609,55.240111491196394,6.4329,3.4419,4.3945,7.859654340681507,0.06166396828502597,2.3073710034910695,,0.3768,0.3695,,,1.2462217415165537,-215.0123903779632,283.85381832209055,,99.59126179966722,96.85225937780994,44.131774270523685,0.2746,6.4432,0.5168,-1.2860481528820917,,118.1272873379168
2009年报,110.1503392314,46.1591396188,50.285910176499996,46.1901240413,1618.6078549954998,,618.5976239904,21.141619951099997,724.2268235232001,81.8922067611,236.1502782988,-154.2580715377,58.094419008705465,45.652070186421405,41.93371020334799,7.4641,4.1956,6.019,7.5410274840606375,0.066690696925808,2.6965096461531366,,0.2151,0.2051,6.765767453759095,,1.7729375805069862,-140.04321059206183,214.38906130166674,8.192651538413303,55.89847447378675,18.345189270113636,68.36380440118452,0.3128,3.7491,0.7445,2.03,2.7715,156.3328015549968
2010一季报,29.045082237600003,17.992252259100002,-1.2498959389,1.1915817152,1581.4160175141,,616.8480212208,9.9923223867,754.2564685363001,24.1626556891,0.1158987475,24.046756941599998,38.05404952233765,-4.303296264322366,4.10252484552256,0.1933,0.0745,0.7235,0.19289909188943696,0.018153040973923465,2.590177791239496,,0.1888,0.1754,,,20.27779998709064,82.791147723006,0.39903053657036824,,-73.63141825956332,-97.42026734083986,-70.49456029486603,0.0072,5.6077,0.2197,0.17456960225572957,,137.74882127744985
2010半年报,78.9654074001,38.501496896999996,19.7721813417,19.816884456300002,1599.7634697734,,596.4571439183001,19.8990733428,764.6886511101,42.4460474574,56.4176887554,-13.971641298000002,51.242578029235574,25.039041768655473,25.095652778554406,3.3224,1.2315,2.567,3.266595251661701,0.04964536437862645,2.621912094903834,,0.1886,0.1808,10.089345251589842,,2.1419132533674303,-17.693369486728322,71.44608077502119,1.9607457897537923,171.87186716888058,1563.0738961090767,75.66797293953003,0.1201,5.4223,0.3859,1.1104,,137.50198268557634
2010三季报,173.68474514439998,60.755972718,81.3877314409,71.6405443158,1625.4763523794,,650.8526217331,8.749245999,626.9467470222,96.51283241799999,114.2496756783,-17.736843260300006,65.01939610903192,46.85945871252824,41.247459157244165,11.0068,4.4167,6.3995,11.487209719453476,0.10770346065519429,2.5857568913271822,,0.1588,0.1538,,,1.3471817298394608,-10.21209044326475,65.77991382220345,,119.95041989003914,261.5126508598313,127.37766694263554,0.4342,3.9446,0.5849,-0.10749838883295296,,164.9963636930611
2010年报,218.8024630377,83.35441015939999,87.82912018569999,82.2566289899,1574.61147748,,661.6031153746,19.0055473706,567.2657716197,173.2600231537,115.1161964289,58.14382672479999,61.90426332402031,40.1408279259484,37.59401418425855,12.432,5.152,7.6693,12.534766188941582,0.1367477861051791,2.4382443837013006,,0.1108,0.1055,2.698368016822787,,2.1063350793888476,26.57366188550708,52.61192896583861,1.9753970154364222,25.97678791870266,14.818542733711016,79.52019313173362,0.4985,4.0097,1.0501,2.4522,3.379,165.00446754509986
2011一季报,35.0154138101,19.4583645456,5.1203677652,6.4787696308000005,1593.9692998664002,,670.0165673971,45.957874009300006,577.0399079020001,25.738942251199997,0.0802375057,25.658704745499996,44.42914582952225,14.623182216178915,18.502621919410917,0.967,0.4089,0.9004,0.9730660660279165,0.02210163872762269,2.379493798673175,,0.1601,0.1548,,,3.9728133145585773,73.27831361541381,0.229149100265255,,-83.99679175272044,-92.1237112311088,-85.14432713173146,0.0393,4.0607,0.156,0.15557591898274983,,164.92722596962466
2011半年报,83.36440821939999,39.579674773,28.1448259093,26.863504257,1545.2138987794,,639.0977739062,18.9580507558,558.7311544173,51.4557010005,0.3756425255,51.080058475,52.522094718367725,33.76120158524717,32.224188752471115,4.2028,1.7221,2.7655,4.104073022415415,0.05311216513605338,2.3979442433733933,,0.1364,0.1302,6.7268583934465305,,1.915450065941857,61.273221469486785,0.4506030013568584,0.012945838475451827,138.0791747072085,314.63897912485095,99.91381346722217,0.1628,3.8733,0.3119,0.2813,,165.00504257885052
2011三季报,158.3929216811,61.236186165,70.9470376237,63.2765191571,1610.9891926548,,662.761089092,21.2312300079,593.4261497818001,94.6261921633,23.981061416,70.6451307473,61.339063946121456,44.79179806187365,39.949082626619905,9.5467,3.9727,5.6261,9.72094916823368,0.1003692836566643,2.4243819212210287,,0.1569,0.1509,,,1.495439278642469,44.6011917688678,15.140235536713067,,90.00065503282717,135.54826857933708,83.89836368642709,0.3835,4.0167,0.5735,0.4281538205576435,,164.99941692751716
2011年报,207.0037751127,84.2196409483,83.8548966604,77.0082914196,1583.8502644424,,682.4030538741999,37.559343489899994,487.67590619879996,154.50031278,78.2973737016,76.20293907840001,59.31492510102875,40.50887314240839,37.20139469807931,11.2835,4.8763,7.4094,11.449649743084924,0.1295863394029706,2.37505547096454,,0.1327,0.1271,2.411400809946694,,2.006281530623297,36.812342691292706,37.82412840489127,1.332515216469935,30.6900415218494,21.7012130967688,63.274363310924485,0.4667,4.1358,0.9364,0.48,4.0035,165.00251352387568
2012一季报,33.7842033823,20.0634774221,1.3941107884000001,4.1382670281000005,1556.6573123342998,,690.2838609699,22.963989626300002,593.8089643666,31.5803366416,0.5823782339,30.9979584077,40.61284442594989,4.126516681847805,12.249118267705237,0.5995,0.2635,0.9371,0.602944048398683,0.02151512298975241,2.2878542388767333,,0.1065,0.1004,,,7.631295039000772,91.75281730615039,1.7238181623223232,,-83.6794264433551,-94.62620589054292,-79.55969403986343,0.0251,4.1835,0.1914,0.1879389038639557,,164.93635841432092
2012半年报,92.7791978454,42.197826907199996,29.4687803229,28.4668190661,1572.5030721495998,,665.9789454953,41.3820415981,584.4876096777,73.9493767845,0.9890626805,72.96031410399999,54.518008468325895,31.762271077191752,30.68232936604483,4.2738,1.8038,3.2291,4.197832297752452,0.059299739511883345,2.3071932442351395,,0.1538,0.1481,6.484142857500988,,2.597739375544188,78.63865586074084,1.0660392668495544,0.03246806624588138,174.62301477266232,587.8922716393668,134.1627248111355,0.1725,4.0362,0.4482,0.1341,,165.0132555535678
2012三季报,200.3510679737,66.3637488337,98.72148636909999,86.40828615299999,1590.4238278707,,723.8710816586,15.404345454300001,821.6891391245,154.3658416907,28.291106563499998,126.07473512719999,66.87626898878746,49.27425012880846,43.128438009795275,11.9364,5.4443,7.6835,12.434188504488459,0.12668713144930038,2.275732516620705,,0.1379,0.1302,,,1.7864703556018926,62.9269094506398,14.120766537273344,,115.94395363015462,203.54036379112048,108.74529090427103,0.5237,4.3871,0.9356,0.7640993127525504,,164.9978386618817
2012年报,257.8197116474,93.5859584579,114.5146548115,103.5266956509,1552.3284549678,,748.7979767227,15.4816405227,646.1624481713001,214.6079640454,40.672636218,173.93532782740002,63.70100724265403,44.41656306252983,40.15468599720002,13.8248,6.6021,9.8168,14.05973664778324,0.16407256343763757,2.134051954817934,,0.0936,0.0851,2.6624534917701808,,2.0729722193498246,67.46393699535194,15.775611553559102,0.6617610158170617,28.683971717707003,19.81107398379487,39.025552346876104,0.6274,4.5382,1.3007,-0.0708,4.8263,165.00398564681277
2013一季报,34.386101783899996,21.7108318314,2.0808015995,4.9719517809,1560.72017938,,754.9231555503,27.0160026322,675.1846182851999,21.7724566117,0.8754886847,20.896967927000002,36.86160772790686,6.051286687211102,14.459189972001798,0.6584,0.3194,0.8907,0.6612864146405232,0.02209159304772896,2.070230023064295,,0.1155,0.1069,,,4.379056268272749,60.77155258344585,2.546053897595088,,-86.66273359620882,-95.19742057868262,-89.85477696107584,0.0301,4.5753,0.132,0.1265789296475028,,165.09041421975923
2013半年报,89.7294997822,44.498181581000004,28.851347077,28.4730368514,1563.6717711894,,717.9053607724001,44.2709866091,619.2642639211,58.719905694,2.22834553,56.491560164,50.408525970823156,32.153692093492936,31.73208021945121,3.9658,1.8275,3.1744,3.8664429070792776,0.057438055917310486,2.1213548732545306,,0.1795,0.1709,7.175091792335554,,2.0622986582168097,62.95762296805588,2.4834034909465146,0.07069298052740272,160.94699639437601,472.6732298728356,169.69811786165332,0.1725,4.3509,0.3559,0.2123,,165.03133002966587
2013三季报,181.66649004369998,69.6611663359,84.35058639479999,75.6544667134,1554.5036834779,,767.4019630647999,46.014553156999995,598.2870529679,137.2454340861,3.7453818970999997,133.500052189,61.6543665707732,46.4315605891375,41.64470106468247,9.858,4.8702,7.0594,10.187045535862753,0.1165210185794906,2.0993469867311267,,0.2017,0.1919,,,1.8141088034632984,73.48633870610176,2.0616801129360987,,102.46016135680934,165.70564674305234,133.72897565828984,0.4585,4.6509,0.8318,0.809078883129161,,165.002517026128
2013年报,226.97637374020002,95.34640937559999,96.2518679591,89.936039129,1496.0719727373998,,781.7903474395,22.6382427848,587.5553688696,180.91418933830002,7.7080229277,173.20616641060002,57.99280435912917,42.40611759410303,39.62352453121042,11.5032,5.9005,8.5779,11.61070043004843,0.14880888023724576,1.9691394254482604,,0.1304,0.1188,2.706666460913654,,2.0115872467855214,76.31021835288195,3.3959582667941905,0.12231891864757032,24.941244632183235,18.87736843047554,31.81800221113711,0.545,4.7381,1.0964,-0.1426,4.437,165.01053365207986
2014一季报,35.658070560700004,21.7053071417,4.9748071658,6.3617537535,1476.9257938179999,,785.3499009469,19.9331638501,421.70482733089995,23.564953575900002,0.6101677782,22.9547857977,39.12932808646642,13.951419938247886,17.840992665799227,0.81,0.428,0.9882,0.8118933528827884,0.023987956507625946,1.897084686336488,,0.1002,0.0911,,,3.7041599673573407,64.37472761916419,1.7111631914052219,,-84.28996376446005,-92.92635764804473,-86.97451335238566,0.0386,4.7597,0.1428,0.1391991530233562,,164.90607377365592
2014半年报,96.98597502,45.2310708948,37.238641909,33.9344068684,1490.9851755351,,768.6702502855001,26.974698108400002,391.04428885199997,58.787949028999996,2.2696454881,56.51830354089999,53.36328692321477,38.395904048312985,34.988983573555046,4.4145,2.2721,3.5535,4.367305899024367,0.06535639109224325,1.9098278532613804,,0.1445,0.1359,4.27693335746051,,1.732399486367443,58.2747181015039,2.3401790698417626,0.07248330536743479,171.98884711079018,433.41276923412124,149.47194926419348,0.2057,4.6586,0.3563,0.8742,,164.9853234677361
2014三季报,206.232310745,71.0567708342,110.5549375551,94.4962738327,1502.1320844204001,,828.2723639802,34.4999639344,390.1134521408,136.72075894969998,2.7658257226,133.95493322709999,65.54527727613956,53.60699162790152,45.820305019780236,11.4087,6.3035,8.4129,11.834648657823053,0.13780436436898308,1.8742797851454318,,0.3575,0.341,,,1.446837567286049,64.95341721343132,1.34112143369225,,112.64137490237296,178.4674392546867,132.56596157531516,0.5727,5.0198,0.8286,0.811842127232633,,165.00120988266386
2014年报,268.9779264645,99.258547618,135.4886663857,118.30215845139999,1469.9412060848001,,861.3416574442,31.137367357600002,389.4265154386,212.9889316941,8.5031589042,204.4857727899,63.09788356142293,50.371667358206786,43.98210663840984,13.7344,7.9772,10.4918,14.00345368247683,0.18100356227674216,1.7590249919917478,,0.2804,0.2599,1.561180607655973,,1.8003807748072367,76.02325420442568,3.161285022889139,0.1366746175005973,30.424726122126945,25.19240564008576,55.78390094547332,0.717,5.2203,1.2908,-0.6292,3.553,164.99726728639288
2015一季报,38.2723592344,20.9073457632,18.343325093,18.8677737947,1474.9387755038001,,879.0594631206,54.4369989834,413.5210088319,21.2630625358,0.34997779310000005,20.9130847427,45.372205473008734,47.92838868556771,49.29869538259677,2.1463,1.2814,1.8086,2.1682097962080116,0.025992474717936843,1.6920696882985913,,0.4576,0.4329,,,1.1269513174772554,54.642789629500754,0.9144400818265539,,-85.77118957772498,-84.05120072052522,-90.01682276788986,0.1143,5.3276,0.1289,0.12671777838818116,,165.03670604637543
2015半年报,184.2774727393,81.8064531625,71.1363195335,70.9878896345,1447.2769977433,,854.5749696435,16.0568370755,433.05816742919995,142.2597269475,36.9544903732,105.3052365743,55.60691605629259,38.60283000198162,38.5222830437487,8.3067,4.8668,7.9393,8.189487736617828,0.12612174256696662,1.6856009075615384,,0.3473,0.322,2.2699330085922886,,2.0039999453422546,57.144932046727625,20.053721067403636,0.6007964172902232,381.489713269799,276.23882078997923,569.0462707711151,0.3872,5.1792,0.8622,0.4927,,174.1689187617458
2015三季报,355.52929175559996,129.1606763265,170.1640378845,164.3970242341,1438.3214186775,,885.3229335783,24.4094932285,342.25033108239995,277.2590011437,38.4736152991,238.7853858446,63.67087626206383,47.86217108700995,46.24007867883661,18.5691,11.3055,16.3674,18.897318506986313,0.2464163341180279,1.65848720840314,,0.3644,0.343,,,1.686520801914793,67.16335091983005,10.821503654204603,,92.93149969479579,131.5846056003943,94.89634002040548,0.8407,5.3656,1.6804,1.324570702239257,,180.2737939476697
2015年报,474.34965001269995,181.1363059141,211.0108266013,211.12621698479998,3045.1743281719,,1207.6572184777,45.2963127668,506.62618625380003,397.9314008249,48.2454174217,349.6859834032,61.813757866322796,44.48423786033162,44.508563878807,15.0992,9.352,16.1887,20.17469843442176,0.21159812646015355,2.1421587502610198,,0.1322,0.1241,1.110532697822682,,1.884803348953811,73.71903476556538,10.170855490334674,0.3896217345768248,33.42069444415292,28.424597688677157,43.523347910590275,0.8288,7.3191,2.4117,4.1285,3.9331,209.8690061134084
2016一季报,78.3490889259,40.2328535816,20.6274688749,23.2202343059,1412.2648219889002,,928.8345044069999,42.790604358,350.78336870830003,60.6520001532,7.1175064699,53.5344936833,48.64923876823774,26.327643572739923,29.636891282629897,2.3611,1.0419,2.0808,2.173678845293905,0.03515430554921814,2.0863357917166874,,0.4208,0.3964,,,2.6120322195796706,68.32816362923015,9.084351289179002,,-83.48284036389563,-89.00172861640782,-84.75817690499665,0.0997,5.6293,0.3676,0.2690844575029671,,198.95052349023052
2016半年报,200.6859304948,85.94895820629999,82.87049543810001,76.8048764724,3048.6865364014,,1144.3061952728,62.2032750012,637.8537918210001,139.2825318955,13.2379554282,126.04457646729999,57.17240466514566,41.29362493612739,38.27118138428249,6.5981,2.5207,4.9008,7.409518947195687,0.08997449842950808,2.1517841789895407,,0.1628,0.1567,3.3873292232004197,,1.8134594871140959,62.806882453857895,6.596354510533567,0.21504193782694328,156.14328544981828,230.76701750974468,129.6421083289723,0.3432,5.2014,0.6331,2.0014,,221.89504282118995
